종목명,현재가,ROE(Y),ROE(Q),BPS(Q),EPS(Q)(2),PSR(Q),배당수익률,업종구분,종목코드
티피씨글로벌,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,130740
이상네트웍스,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,080010
이라이콤,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,041520
한일화학,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,007770
국보디자인,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,066620
태양,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,053620
인베니아,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,079950
비츠로테크,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,042370
이지바이오,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,035810
참좋은여행,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,094850
다우데이타,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,032190
새로닉스,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,042600
유니셈,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,036200
국순당,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,043650
인탑스,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,049070
영풍정밀,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,036560
동신건설,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,025950
대양전기공업,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,108380
바이오로그디바이스,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,208710
도이치모터스,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,067990
한국가구,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,004590
일지테크,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,019540
인화정공,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,101930
오리콤,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,010470
PN풍년,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,024940
에이텍티앤,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,224110
제룡산업,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,147830
와토스코리아,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,079000
매커스,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,093520
경남스틸,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,039240
태웅,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,044490
피앤씨테크,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,237750
오디텍,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,080520
디엔에프,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,092070
코프라,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,126600
미래컴퍼니,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,049950
가온미디어,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,078890
하이록코리아,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,013030
동양이엔피,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,079960
이글루시큐리티,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,067920
에스에이티,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,060540
유비쿼스,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,264450
케이피티유,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,054410
아진산업,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,013310
디스플레이텍,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,066670
옴니시스템,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,057540
테스,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,095610
액트로,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,290740
엘오티베큠,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,083310
부스타,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,008470
싸이맥스,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,160980
KG ETS,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,151860
에이피티씨,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,089970
피에스텍,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,002230
아즈텍WB,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,032080
동양에스텍,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,060380
인지디스플레,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,037330
코맥스,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,036690
매일유업,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,267980
코콤,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,015710
모다이노칩,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,080420
