종목명,현재가,ROE(Y),ROE(Q),BPS(Q),EPS(Q)(2),PSR(Q),배당수익률,업종구분,종목코드
CS홀딩스,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,000590
문배철강,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,008420
한전산업,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,130660
티에이치엔,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,019180
동양피스톤,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,092780
메리츠종금증권,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,008560
한국전력공사,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,015760
효성중공업,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,298040
신영와코루,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,005800
현대백화점,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,069960
진도,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,088790
동일산업,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,004890
무림P&P,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,009580
새론오토모티브,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,075180
현대홈쇼핑,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,057050
다우기술,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,023590
국도화학,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,007690
코리아오토글라스,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,152330
한화솔루션,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,009830
서연,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,007860
한국제지,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,002300
대덕전자,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,008060
코리안리,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,003690
삼양통상,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,002170
삼성생명,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,032830
KPX홀딩스,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,092230
효성화학,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,298000
코오롱,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,002020
만호제강,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,001080
유안타증권,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,003470
DSR,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,155660
대신증권,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,003540
S&T홀딩스,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,036530
대상홀딩스,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,084690
한화투자증권,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,003530
삼양홀딩스,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,000070
키움증권,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,039490
LG,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,003550
동일제강,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,002690
GS글로벌,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,001250
무학,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,033920
SK텔레콤,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,017670
농심홀딩스,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,072710
롯데푸드,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,002270
디와이,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,013570
대림씨엔에스,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,004440
대현,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,016090
TCC스틸,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,002710
한국금융지주,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,071050
유니드,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,014830
AJ네트웍스,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,095570
사조동아원,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,008040
동아타이어,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,282690
금호석유화학,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,011780
대동전자,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,008110
케이티스카이라이프,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,053210
삼양사,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,145990
예스코홀딩스,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,015360
SK가스,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,018670
동일고무벨트,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,163560
KTis,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,058860
조선선재,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,120030
삼영전자공업,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,005680
서울도시가스,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,017390
DSR제강,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,069730
한국단자공업,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,025540
