종목명,현재가,ROE(Y),ROE(Q),BPS(Q),EPS(Q)(2),PSR(Q),배당수익률,업종구분,종목코드
미창석유공업,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,3650
이건산업,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,8250
롯데정밀화학,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,4000
한라홀딩스,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,60980
한농화성,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,11500
대성에너지,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,117580
대원강업,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,430
노루홀딩스,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,320
케이티,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,30200
한세엠케이,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,69640
코스맥스비티아이,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,44820
제주항공,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,89590
삼원강재,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,23000
LG헬로비전,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,37560
한국콜마홀딩스,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,24720
NH투자증권,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,5940
한양증권,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,1750
롯데쇼핑,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,23530
KTcs,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,58850
한솔제지,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,213500
영풍제지,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,6740
태영건설,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,9410
한국내화,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,10040
한일철강,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,2220
금비,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,8870
가온전선,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,500
금호에이치티,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,214330
영원무역,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,111770
성신양회,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,4980
케이씨텍,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,281820
한국전자홀딩스,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,6200
OCI,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,10060
WISCOM,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,24070
KG케미칼,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,1390
DB하이텍,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,990
대한제당,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,1790
조광페인트,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,4910
SK,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,34730
벽산,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,7210
미원화학,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,134380
현대에이치씨엔,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,126560
유화증권,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,3460
유나이티드,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,33270
CJ제일제당,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,97950
웅진코웨이,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,21240
남양유업,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,3920
한섬,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,20000
비상교육,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,100220
조흥,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,2600
인터지스,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,129260
인천도시가스,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,34590
현대자동차,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,5380
대성산업,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,128820
조선내화,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,480
대양금속,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,9190
인지컨트롤스,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,23800
세종공업,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,33530
두산밥캣,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,241560
신풍제지,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,2870
코오롱글로벌,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,3070
현대건설,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,720
삼화왕관,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,4450
