종목명,현재가,ROE(Y),ROE(Q),BPS(Q),EPS(Q)(2),PSR(Q),배당수익률,업종구분,종목코드
KB오토시스,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,024120
삼보판지,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,023600
예림당,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,036000
리드코프,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,012700
우리손에프앤지,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,073560
KCC건설,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,021320
SG,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,255220
동아엘텍,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,088130
서플러스글로벌,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,140070
푸른저축은행,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,007330
이테크건설,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,016250
골프존,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,215000
코텍,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,052330
동우팜투테이블,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,088910
유진기업,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,023410
금화피에스시,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,036190
엠케이전자,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,033160
일진파워,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,094820
무림SP,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,001810
씨케이에이치,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,900120
성우하이텍,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,015750
원일특강,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,012620
대한약품,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,023910
제우스,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,079370
유성티엔에스,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,024800
프로텍,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,053610
서희건설,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,035890
에버다임,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,041440
슈피겐코리아,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,192440
코미코,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,183300
유니테스트,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,086390
한일네트웍스,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,046110
와이솔,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,122990
에스에이엠티,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,031330
성우전자,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,081580
지스마트글로벌,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,114570
세원물산,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,024830
코메론,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,049430
SG&G,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,040610
매일홀딩스,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,005990
하림지주,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,003380
엠에스씨,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,009780
이건홀딩스,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,039020
주성엔지니어링,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,036930
한국캐피탈,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,023760
톱텍,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,108230
인포바인,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,115310
정다운,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,208140
하나머티리얼즈,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,166090
동국산업,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,005160
야스,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,255440
럭슬,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,033600
아바코,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,083930
이베스트투자증권,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,078020
바텍,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,043150
DMS,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,068790
삼현철강,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,017480
빅솔론,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,093190
네오오토,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,212560
오션브릿지,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,241790
대양제지,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,006580
흥국,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,010240
아비코전자,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,036010
파워넷,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,037030
푸드웰,"5,210",4.4,2.4,"15,852",380,2.09,0.7,금융업,005670
